MOF,ASA_m^2/g,AV_Volume_fraction,AV_cm^3/g,POAV_Volume_fraction,POAV_cm^3/g,Channel Dimensionality,Working,TSN,Loged selec,vertice,edge,topo,di,df,dif
m412_4c_square_o568_4c_square_cdn,0,0.513,0.377122,0.30192,0.221951,1,2.110180216,4.790053793,2.269973795,square,square,cdn,4.48162,3.04291,4.07197
m432_6c_oct_o263_4c_tet_iac,0,0.46502,0.215095,0.28772,0.133085,2,1.259471613,2.857134999,2.268518774,oct,tet,iac,4.99603,3.25304,4.99603
m146_6c_oct_o235_3c_pyr,0,0.5351,0.322559,0.37274,0.224688,2,0.929907263,2.10888927,2.267849015,oct,3c,pyr,5.48107,3.20261,4.42237
m478_fixedH_p2_4c_square_o48_4c_square_mot,1688.93,0.62922,0.592295,0.58144,0.547318,3,4.680889466,10.61490332,2.267710742,square,square,mot,6.96954,6.25821,6.96954
m418_8c_o501_p1_2c_bcu,1137.28,0.58552,0.609973,0.45458,0.473565,3,4.051024634,9.185822358,2.26753061,8c,2c,bcu,6.29837,3.93399,6.24613
m162_4c_square_o48_4c_square_cdm,0,0.52598,0.477038,0.31576,0.286379,1,2.086932387,4.730409643,2.266680834,square,square,cdm,4.1941,3.23247,4.13776
m424_6c_oct_o380_2c_bcs,768.104,0.59058,0.485452,0.43676,0.359013,3,3.516791545,7.965175573,2.264898408,oct,2c,bcs,5.60769,3.75562,5.60769
m209_4c_square_o202_4c_square_mot,727.571,0.60088,0.416812,0.50628,0.351191,1,2.828795236,6.404757965,2.264129225,square,square,mot,5.88016,5.54661,5.88016
m271_6c_trp_o511_2c_lcy,1195.74,0.63504,0.530312,0.51034,0.426177,3,3.166047014,7.16760698,2.263897835,trp,2c,lcy,7.89087,3.76776,7.61214
m304_fixedH_n1_8c_o307_n1_2c_bcu,0,0.51848,0.331235,0.36988,0.236301,3,2.268581374,5.135037747,2.263545759,8c,2c,bcu,5.48657,3.53814,5.41217
m270_6c_oct_o298_n1_2c_pcu,1562.96,0.65934,0.590039,0.57446,0.514081,3,3.746892136,8.479021998,2.262947982,oct,2c,pcu,7.29851,5.81895,6.96344
m328_4c_square_o566_4c_square_cdz,228.791,0.52144,0.279378,0.37792,0.202483,1,1.705304476,3.85599696,2.261177998,square,square,cdz,5.44973,3.86527,5.43534
m570_4c_tet_o248_n2_4c_square_pth,819.286,0.57996,0.383092,0.4926,0.325387,3,3.16224424,7.150308523,2.261149987,tet,square,pth,5.39332,3.89319,5.01566
m312_fixedH_4c_square_o45_4c_square_cdz,443.915,0.53612,0.391467,0.42424,0.309774,1,2.85010569,6.443781332,2.260892063,square,square,cdz,4.51854,3.83397,4.5072
m312_fixedH_4c_square_o47_4c_square_cdm,375.46,0.563,0.449933,0.45072,0.360202,1,3.898742983,8.808025437,2.259196227,square,square,cdm,4.69171,3.72549,4.29203
m40_6c_oct_o528_2c_pcu,0,0.59004,0.442018,0.43186,0.32352,1,1.211340082,2.736552507,2.259111663,oct,2c,pcu,5.72298,3.30885,4.90205
m272_6c_oct_o380_2c_bcs,1132.91,0.6231,0.574068,0.49052,0.451921,3,3.916163322,8.845463531,2.258706495,oct,2c,bcs,6.22448,4.09278,5.99602
m338_fixedH_8c_o298_n1_2c_bcu,945.381,0.54048,0.473294,0.38294,0.335337,2,2.993029252,6.755917844,2.257217446,8c,2c,bcu,6.15415,4.19465,5.98711
m384_6c_oct_o391_n2_2c_pcu,1322.06,0.61766,0.503399,0.53212,0.433683,3,3.925709675,8.85972387,2.256846431,oct,2c,pcu,7.73461,4.90436,7.73461
m135_n1_4c_tet_o113_4c_square_pth,0,0.55936,0.347886,0.47128,0.293106,2,2.885139702,6.509159222,2.256098454,tet,square,pth,4.90129,3.23159,4.61998
m335_8c_o501_p1_2c_bcu,0,0.50784,0.345144,0.33128,0.225149,2,2.169895458,4.894979625,2.255859658,8c,2c,bcu,5.62699,3.56106,5.62699
m312_fixedH_4c_square_o48_4c_square_cdn,0,0.51144,0.396097,0.32356,0.250589,1,2.421979501,5.459859474,2.254296319,square,square,cdn,4.67404,3.49439,4.67404
m244_4c_square_o77_4c_square_cdm,0,0.27622,0.103877,0.0801,0.030123,1,0.324999581,0.732627576,2.254241602,square,square,cdm,3.69735,3.21271,3.69735
